Meal Choice,Meal Cost,Tourist_Country,Cities,is_canceled,lead_time,arrival_date_year,arrival_date_month,Quarters ,stays_in_weekend_nights,stays_in_week_nights,Total_Stay_Days,Adults,Children,Market_segment,Distribution_channel,Room Class,Room Cost ,Total Room Cost ,Deposit_type,days_in_waiting_list,customer_type,Reservation_status,Overall Cost,
Self Catering,200, Nepal  , Hyderabad,1,166,2021,July,0,2,7,9,2,0,Online TA,TA/TO,B,900,8100,Non Refundable,4,Transient,Check-Out,8300,
Self Catering,200, Nepal  , Hyderabad,0,288,2024,October,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Advance,3,Transient,No-Show,5800,
Bed & Breakfast,100, Italy  , Ahmedabad,1,0,2023,July,0,0,1,1,2,0,Online TA,TA/TO,C,800,800,Non Refundable,4,Transient,No-Show,900,
Full Meal,300, Spain  , Mumbai,1,26,2021,February,1,1,1,2,3,1,Online TA,TA/TO,C,800,1600,Refundable,4,Transient,No-Show,1900,
Half Meal,150, Norway  , Jaipur,1,26,2022,April,1,1,1,2,2,0,Online TA,TA/TO,A,1000,2000,Non Refundable,4,Transient,Canceled,2150,
Self Catering,200, Portugal  , Hyderabad,1,151,2023,August,0,1,1,2,2,0,Online TA,TA/TO,A,1000,2000,Advance,3,Transient,Canceled,2200,
Self Catering,200, Portugal  , Indore,1,140,2021,July,0,2,2,4,3,1,Online TA,TA/TO,B,900,3600,No Deposit ,2,Transient,Check-Out,3800,
Bed & Breakfast,100, Italy  , Mumbai,1,86,2021,November,0,2,2,4,2,0,Online TA,TA/TO,E,600,2400,Advance,2,Transient,No-Show,2500,
Self Catering,200, Italy  , Hyderabad,1,86,2021,September,0,2,2,4,2,0,Online TA,TA/TO,A,1000,4000,No Deposit ,4,Transient,Check-Out,4200,
Half Meal,150, China  , Indore,1,86,2020,August,0,2,2,4,2,0,Online TA,TA/TO,F,500,2000,No Deposit ,1,Transient,Check-Out,2150,
Self Catering,200, Spain  , Chennai,1,190,2021,September,0,2,3,5,2,1,Offline TA/TO,TA/TO,A,1000,5000,Advance,4,Transient,Check-Out,5200,
Self Catering,200, Iran  , Chandigarh,1,86,2021,October,0,2,4,6,2,0,Direct,Direct,C,800,4800,Non Refundable,3,Transient,Check-Out,5000,
Bed & Breakfast,100, China  , Kochi,1,32,2021,September,0,2,4,6,2,0,Online TA,TA/TO,E,600,3600,No Deposit ,1,Transient,Canceled,3700,
Full Meal,300, Portugal  , Pune,1,116,2024,November,1,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Non Refundable,4,Transient,Canceled,5200,
Bed & Breakfast,100, Portugal  , Jaipur,1,100,2024,August,0,2,5,7,3,1,Online TA,TA/TO,C,800,5600,Non Refundable,2,Transient,Check-Out,5700,
Half Meal,150, Norway  , Jaipur,1,107,2020,November,1,2,5,7,2,0,Online TA,TA/TO,B,900,6300,Refundable,1,Transient,Canceled,6450,
Full Meal,300, Italy  , Indore,1,227,2020,June,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,4,Transient,Check-Out,5900,
Half Meal,150, Spain  , Bhopal,1,137,2020,April,0,2,5,7,2,1,Online TA,TA/TO,B,900,6300,Advance,2,Transient,No-Show,6450,
No Meal,0,Europe, Lucknow,1,185,2020,April,0,2,5,7,2,0,Direct,Direct,C,800,5600,No Deposit ,4,Transient,Canceled,5600,
Bed & Breakfast,100,USA  , Indore,1,173,2020,January,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Non Refundable,4,Transient,Check-Out,3600,
Self Catering,200,Europe, Kolkata,1,131,2024,May,1,2,6,8,2,0,Online TA,TA/TO,A,1000,8000,Advance,3,Transient,Canceled,8200,
No Meal,0, Norway  , Chennai,1,249,2021,January,0,4,6,10,2,0,Online TA,TA/TO,C,800,8000,Advance,2,Transient,No-Show,8000,
Half Meal,150, Iran  , Chandigarh,1,193,2022,September,1,4,6,10,2,0,Direct,Direct,F,500,5000,Advance,4,Transient,No-Show,5150,
No Meal,0, Norway  , Kolkata,1,100,2021,October,0,4,7,11,3,0,Online TA,TA/TO,C,800,8800,Advance,1,Transient,Check-Out,8800,
Bed & Breakfast,100, Nepal  , Kolkata,1,100,2022,December,0,4,7,11,2,2,Online TA,TA/TO,B,900,9900,Advance,2,Transient,Canceled,10000,
Half Meal,150,USA  , Chennai,1,218,2023,July,1,4,10,14,2,0,Offline TA/TO,TA/TO,C,800,11200,Non Refundable,2,Transient,Canceled,11350,
No Meal,0, Iran  , Bhopal,1,165,2024,May,0,2,0,2,2,0,Online TA,TA/TO,D,700,1400,Non Refundable,2,Transient,No-Show,1400,
Self Catering,200, Nepal  , Bhopal,1,55,2022,March,1,2,2,4,3,1,Online TA,TA/TO,B,900,3600,Advance,2,Transient,Canceled,3800,
Bed & Breakfast,100, Portugal  , Bangalore,1,17,2025,May,1,2,2,4,2,0,Online TA,TA/TO,A,1000,4000,No Deposit ,1,Transient,Check-Out,4100,
Bed & Breakfast,100, Norway  , Hyderabad,1,73,2021,August,1,2,3,5,2,0,Online TA,TA/TO,E,600,3000,Advance,2,Transient,Canceled,3100,
No Meal,0,Europe, Bangalore,1,200,2022,October,0,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Non Refundable,3,Transient,Canceled,4200,
No Meal,0, Norway  , Indore,1,115,2020,December,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Advance,4,Transient,No-Show,4200,
Full Meal,300, Nepal  , Kochi,1,115,2025,March,0,2,5,7,2,1,Online TA,TA/TO,D,700,4900,Refundable,3,Transient,No-Show,5200,
Self Catering,200,Europe, Pune,1,167,2023,March,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Advance,3,Transient,Canceled,7200,
Bed & Breakfast,100, China  , Bangalore,1,305,2025,June,1,2,5,7,2,1,Offline TA/TO,TA/TO,E,600,4200,Refundable,4,Transient,Check-Out,4300,
Self Catering,200,USA  , Mumbai,1,67,2023,May,1,4,6,10,2,0,Direct,Direct,C,800,8000,No Deposit ,4,Transient,No-Show,8200,
Bed & Breakfast,100, Spain  , Ahmedabad,0,367,2023,March,1,4,10,14,2,0,Offline TA/TO,TA/TO,E,600,8400,Non Refundable,1,Transient,Check-Out,8500,
Half Meal,150, Spain  , Bangalore,0,367,2020,November,0,4,10,14,2,0,Offline TA/TO,TA/TO,C,800,11200,Advance,2,Contract,Check-Out,11350,
Full Meal,300, Spain  , Mumbai,1,6,2025,June,1,1,0,1,2,0,Online TA,TA/TO,E,600,600,Non Refundable,1,Transient,Check-Out,900,
Self Catering,200, Norway  , Delhi,1,12,2023,January,0,1,0,1,1,0,Direct,Direct,E,600,600,Advance,2,Transient,No-Show,800,
Half Meal,150, China  , Kolkata,1,45,2021,August,0,1,1,2,2,0,Online TA,TA/TO,F,500,1000,Non Refundable,3,Transient,Canceled,1150,
No Meal,0, China  , Jaipur,1,45,2022,August,1,1,1,2,2,0,Online TA,TA/TO,B,900,1800,Advance,3,Transient,Check-Out,1800,
Half Meal,150, Norway  , Indore,1,42,2020,December,0,1,2,3,2,0,Online TA,TA/TO,B,900,2700,Refundable,3,Transient,No-Show,2850,
Half Meal,150, Spain  , Hyderabad,1,12,2021,March,1,1,2,3,2,0,Online TA,TA/TO,D,700,2100,No Deposit ,1,Transient,Check-Out,2250,
Self Catering,200, Iran  , Pune,1,259,2021,March,1,1,2,3,2,0,Online TA,TA/TO,F,500,1500,Non Refundable,1,Transient,No-Show,1700,
Full Meal,300, China  , Kolkata,1,18,2023,July,1,1,2,3,2,0,Online TA,TA/TO,D,700,2100,Refundable,2,Transient,No-Show,2400,
Self Catering,200, Italy  , Kochi,1,77,2022,February,1,1,2,3,2,0,Online TA,TA/TO,C,800,2400,Non Refundable,4,Transient,Check-Out,2600,
Half Meal,150,Europe, Delhi,1,14,2020,January,1,1,3,4,2,0,Direct,Direct,B,900,3600,Advance,3,Transient,Canceled,3750,
No Meal,0, Spain  , Ahmedabad,1,54,2025,September,0,1,4,5,3,1,Online TA,TA/TO,F,500,2500,Non Refundable,1,Transient,Canceled,2500,
Bed & Breakfast,100, Spain  , Bangalore,1,223,2021,April,1,1,4,5,2,0,Online TA,TA/TO,D,700,3500,No Deposit ,1,Transient,Canceled,3600,
Self Catering,200, Spain  , Goa,1,306,2020,June,1,1,5,6,2,2,Online TA,TA/TO,C,800,4800,Advance,4,Transient,Canceled,5000,
Bed & Breakfast,100,Europe, Pune,1,77,2023,September,0,1,5,6,2,0,Online TA,TA/TO,C,800,4800,Advance,4,Transient,Check-Out,4900,
Self Catering,200, Nepal  , Goa,1,60,2020,December,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Refundable,1,Transient,Canceled,7200,
Full Meal,300, Spain  , Kochi,1,50,2020,August,1,3,6,9,2,0,Online TA,TA/TO,A,1000,9000,Refundable,4,Transient,Check-Out,9300,
Bed & Breakfast,100, Nepal  , Delhi,1,50,2025,June,1,3,6,9,1,0,Online TA,TA/TO,A,1000,9000,Non Refundable,3,Transient,Canceled,9100,
Self Catering,200, Norway  , Indore,1,80,2025,June,0,3,6,9,2,0,Online TA,TA/TO,D,700,6300,Advance,1,Transient,Canceled,6500,
Bed & Breakfast,100,Europe, Bangalore,1,192,2023,May,1,3,6,9,3,0,Online TA,TA/TO,C,800,7200,Refundable,3,Transient,Check-Out,7300,
Bed & Breakfast,100, Nepal  , Ahmedabad,1,353,2024,April,1,3,6,9,2,0,Online TA,TA/TO,E,600,5400,Refundable,1,Transient,Canceled,5500,
No Meal,0, Nepal  , Indore,1,144,2022,July,0,2,5,7,2,0,Online TA,TA/TO,B,900,6300,Non Refundable,3,Transient,Canceled,6300,
Half Meal,150,Europe, Pune,1,210,2023,May,1,3,8,11,1,0,Online TA,TA/TO,E,600,6600,Refundable,2,Transient,Check-Out,6750,
Half Meal,150, Portugal  , Kochi,1,210,2020,March,1,3,8,11,2,0,Online TA,TA/TO,B,900,9900,No Deposit ,3,Transient,Check-Out,10050,
Half Meal,150, Italy  , Chennai,1,67,2022,March,0,0,2,2,2,0,Online TA,TA/TO,C,800,1600,Non Refundable,2,Transient,Canceled,1750,
Half Meal,150, Norway  , Jaipur,1,80,2023,January,0,0,2,2,2,0,Online TA,TA/TO,D,700,1400,Non Refundable,2,Transient,No-Show,1550,
Self Catering,200, Nepal  , Chandigarh,1,199,2023,April,0,0,3,3,1,0,Direct,Direct,B,900,2700,Non Refundable,4,Transient,No-Show,2900,
Half Meal,150, Iran  , Bhopal,1,59,2021,December,0,0,3,3,2,0,Online TA,TA/TO,A,1000,3000,Advance,2,Transient,Check-Out,3150,
Bed & Breakfast,100,USA  , Kolkata,1,292,2024,December,0,0,4,4,2,0,Online TA,TA/TO,D,700,2800,Advance,2,Transient,No-Show,2900,
Self Catering,200, Italy  , Delhi,1,299,2021,October,1,0,4,4,2,0,Online TA,TA/TO,E,600,2400,Non Refundable,1,Transient,Canceled,2600,
Bed & Breakfast,100, Norway  , Ahmedabad,0,292,2024,December,1,0,4,4,2,0,Online TA,TA/TO,E,600,2400,Non Refundable,1,Transient,Canceled,2500,
Full Meal,300, Portugal  , Bangalore,1,41,2024,August,0,0,5,5,2,2,Online TA,TA/TO,C,800,4000,No Deposit ,2,Transient,Canceled,4300,
Full Meal,300,USA  , Kochi,1,174,2022,September,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Non Refundable,1,Transient,No-Show,5200,
Full Meal,300, Spain  , Ahmedabad,1,92,2024,April,0,2,5,7,1,0,Online TA,TA/TO,C,800,5600,No Deposit ,4,Transient,Canceled,5900,
Half Meal,150, Nepal  , Delhi,1,129,2020,October,1,2,7,9,2,0,Online TA,TA/TO,F,500,4500,Refundable,4,Transient,No-Show,4650,
Bed & Breakfast,100, Spain  , Delhi,1,14,2024,April,1,0,3,3,2,0,Online TA,TA/TO,C,800,2400,Advance,2,Transient,Canceled,2500,
Self Catering,200, China  , Kolkata,0,43,2024,April,1,0,3,3,2,0,Direct,Direct,D,700,2100,Refundable,1,Transient,Check-Out,2300,
Half Meal,150, Spain  , Delhi,1,47,2020,January,0,0,4,4,2,0,Online TA,TA/TO,B,900,3600,Advance,1,Transient,Canceled,3750,
Half Meal,150, Iran  , Pune,1,225,2023,March,1,0,4,4,2,0,Online TA,TA/TO,F,500,2000,Non Refundable,3,Transient,No-Show,2150,
Bed & Breakfast,100, Spain  , Ahmedabad,1,54,2021,January,1,0,4,4,2,0,Online TA,TA/TO,F,500,2000,Advance,4,Transient,No-Show,2100,
Full Meal,300, Portugal  , Chandigarh,1,35,2024,April,1,0,4,4,2,0,Offline TA/TO,TA/TO,F,500,2000,Advance,1,Transient,Check-Out,2300,
Full Meal,300, China  , Mumbai,1,62,2020,February,0,0,4,4,2,0,Online TA,TA/TO,E,600,2400,Non Refundable,1,Transient,No-Show,2700,
Full Meal,300,USA  , Lucknow,1,44,2024,July,1,1,4,5,2,0,Online TA,TA/TO,B,900,4500,Refundable,2,Transient,No-Show,4800,
Full Meal,300, Iran  , Chennai,1,137,2023,September,0,1,4,5,2,2,Offline TA/TO,TA/TO,A,1000,5000,Non Refundable,2,Transient,No-Show,5300,
Full Meal,300, China  , Bhopal,1,84,2025,January,1,1,4,5,2,0,Online TA,TA/TO,F,500,2500,Non Refundable,3,Transient,Canceled,2800,
Bed & Breakfast,100, China  , Chandigarh,1,15,2023,November,0,2,5,7,2,2,Online TA,TA/TO,C,800,5600,Non Refundable,2,Transient,Check-Out,5700,
Full Meal,300, Iran  , Jaipur,1,74,2022,April,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,1,Transient,Canceled,4500,
Full Meal,300,Europe, Kochi,1,90,2021,December,1,2,8,10,2,2,Direct,Direct,F,500,5000,Refundable,3,Transient,No-Show,5300,
Half Meal,150, Nepal  , Pune,1,0,2023,June,1,0,1,1,2,0,Online TA,TA/TO,B,900,900,Refundable,4,Transient,Check-Out,1050,
No Meal,0,Europe, Hyderabad,1,6,2023,December,0,0,1,1,2,0,Direct,Direct,F,500,500,Refundable,1,Transient,Check-Out,500,
Full Meal,300, Nepal  , Lucknow,1,6,2025,November,1,0,1,1,2,0,Direct,Direct,B,900,900,Advance,4,Transient,No-Show,1200,
Full Meal,300, Iran  , Indore,1,12,2025,April,1,0,2,2,2,0,Online TA,TA/TO,D,700,1400,Non Refundable,4,Transient,Check-Out,1700,
Half Meal,150,USA  , Goa,1,31,2020,October,0,0,2,2,2,0,Direct,Direct,C,800,1600,Non Refundable,4,Transient,Canceled,1750,
Bed & Breakfast,100, Nepal  , Hyderabad,1,0,2022,March,0,0,2,2,2,1,Direct,Direct,D,700,1400,Non Refundable,3,Transient,Canceled,1500,
Self Catering,200, China  , Mumbai,1,29,2023,April,0,0,3,3,2,0,Online TA,TA/TO,E,600,1800,Advance,1,Transient,Canceled,2000,
Self Catering,200,Europe, Hyderabad,1,31,2023,March,1,0,3,3,1,0,Online TA,TA/TO,D,700,2100,Refundable,4,Transient,Canceled,2300,
Self Catering,200,Europe, Mumbai,1,52,2023,October,0,0,2,2,2,0,Online TA,TA/TO,E,600,1200,Advance,4,Transient,Check-Out,1400,
Bed & Breakfast,100, Portugal  , Goa,1,92,2025,November,1,1,3,4,2,0,Online TA,TA/TO,B,900,3600,Non Refundable,1,Transient,Canceled,3700,
Bed & Breakfast,100, China  , Kochi,1,28,2022,February,0,1,3,4,2,0,Online TA,TA/TO,D,700,2800,Advance,4,Transient,No-Show,2900,
No Meal,0, Spain  , Pune,1,44,2021,July,1,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Refundable,3,Transient,Canceled,5600,
Self Catering,200, Portugal  , Jaipur,1,44,2021,July,1,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Advance,1,Transient,No-Show,3700,
Half Meal,150, Nepal  , Jaipur,1,80,2023,April,0,0,1,1,2,0,Online TA,TA/TO,E,600,600,Refundable,4,Transient,Check-Out,750,
Full Meal,300, Iran  , Lucknow,1,0,2024,December,0,0,1,1,2,0,Direct,Direct,F,500,500,Non Refundable,3,Transient,Check-Out,800,
Self Catering,200, China  , Jaipur,1,234,2020,June,0,0,2,2,2,0,Direct,Direct,F,500,1000,Refundable,2,Transient,Check-Out,1200,
Full Meal,300,Europe, Lucknow,1,234,2020,March,1,0,2,2,2,0,Direct,Direct,E,600,1200,Advance,4,Transient,Canceled,1500,
Self Catering,200, China  , Bangalore,1,57,2020,October,0,0,2,2,2,0,Online TA,TA/TO,C,800,1600,No Deposit ,2,Transient,Canceled,1800,
Half Meal,150,Europe, Mumbai,1,27,2024,July,1,0,2,2,3,0,Online TA,TA/TO,A,1000,2000,Refundable,2,Transient,Check-Out,2150,
Self Catering,200,USA  , Delhi,1,12,2022,May,0,1,2,3,2,0,Direct,Direct,E,600,1800,Non Refundable,2,Transient,Canceled,2000,
Bed & Breakfast,100, Norway  , Goa,1,51,2025,February,1,1,2,3,2,2,Online TA,TA/TO,C,800,2400,No Deposit ,3,Transient,No-Show,2500,
Full Meal,300, Spain  , Goa,1,77,2024,November,1,1,2,3,2,0,Online TA,TA/TO,D,700,2100,No Deposit ,1,Transient,Canceled,2400,
Full Meal,300, China  , Hyderabad,1,161,2024,October,1,1,2,3,2,0,Online TA,TA/TO,F,500,1500,No Deposit ,3,Transient,Check-Out,1800,
Bed & Breakfast,100, Spain  , Ahmedabad,1,121,2024,October,1,2,2,4,2,2,Online TA,TA/TO,D,700,2800,Refundable,4,Transient,Check-Out,2900,
Bed & Breakfast,100, Iran  , Mumbai,1,140,2021,May,0,2,2,4,2,0,Online TA,TA/TO,C,800,3200,Refundable,2,Transient,Check-Out,3300,
Self Catering,200, Spain  , Goa,1,73,2023,May,0,2,2,4,2,0,Online TA,TA/TO,D,700,2800,Refundable,2,Transient,Canceled,3000,
Self Catering,200,Europe, Pune,1,228,2020,October,1,2,2,4,3,1,Online TA,TA/TO,B,900,3600,Refundable,4,Transient,No-Show,3800,
Self Catering,200,USA  , Mumbai,1,145,2023,May,1,2,2,4,2,2,Online TA,TA/TO,F,500,2000,Refundable,3,Transient,Canceled,2200,
Self Catering,200, Italy  , Indore,1,74,2024,January,0,2,3,5,3,1,Online TA,TA/TO,E,600,3000,No Deposit ,4,Transient,No-Show,3200,
Half Meal,150, Portugal  , Bhopal,1,95,2020,March,1,2,3,5,3,1,Online TA,TA/TO,B,900,4500,No Deposit ,1,Transient,Canceled,4650,
No Meal,0,Europe, Goa,1,76,2024,July,1,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Non Refundable,1,Transient,Check-Out,4200,
Self Catering,200, Portugal  , Jaipur,1,81,2020,November,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,No Deposit ,1,Transient,Canceled,5100,
Self Catering,200, Nepal  , Ahmedabad,1,14,2021,October,1,2,5,7,2,1,Direct,Direct,A,1000,7000,Non Refundable,4,Transient,No-Show,7200,
Full Meal,300, China  , Lucknow,1,102,2023,December,1,2,6,8,2,0,Online TA,TA/TO,F,500,4000,Advance,4,Transient,No-Show,4300,
Bed & Breakfast,100, Iran  , Chandigarh,1,164,2025,December,1,2,6,8,2,2,Online TA,TA/TO,F,500,4000,No Deposit ,4,Transient,Check-Out,4100,
Self Catering,200, Portugal  , Kochi,0,373,2022,January,1,3,7,10,2,0,Offline TA/TO,TA/TO,B,900,9000,Refundable,3,Contract,Canceled,9200,
Bed & Breakfast,100, Portugal  , Chandigarh,1,81,2022,August,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Advance,4,Transient,Canceled,5000,
Bed & Breakfast,100, Portugal  , Bangalore,1,185,2022,April,1,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,1,Transient,No-Show,5700,
Half Meal,150, Portugal  , Lucknow,1,41,2025,June,0,2,1,3,3,1,Online TA,TA/TO,D,700,2100,Refundable,2,Transient,Check-Out,2250,
Self Catering,200, China  , Kolkata,1,73,2021,March,1,0,1,1,2,0,Online TA,TA/TO,E,600,600,Refundable,4,Transient,Check-Out,800,
No Meal,0, Portugal  , Kolkata,1,41,2022,November,1,2,2,4,2,0,Online TA,TA/TO,C,800,3200,Advance,4,Transient,No-Show,3200,
No Meal,0, Italy  , Bangalore,1,42,2022,April,0,2,2,4,2,2,Online TA,TA/TO,C,800,3200,Non Refundable,2,Transient,Canceled,3200,
No Meal,0,USA  , Chandigarh,1,32,2025,July,0,2,3,5,2,0,Direct,Direct,C,800,4000,No Deposit ,1,Transient,Canceled,4000,
Half Meal,150,Europe, Lucknow,1,178,2021,July,1,2,4,6,2,1,Online TA,TA/TO,C,800,4800,Advance,4,Transient,Check-Out,4950,
No Meal,0,Europe, Ahmedabad,1,219,2023,September,0,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Refundable,3,Transient-Party,Canceled,3500,
Full Meal,300, China  , Hyderabad,1,225,2024,October,1,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Refundable,1,Transient,Check-Out,4500,
Bed & Breakfast,100,Europe, Goa,1,90,2024,January,0,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,4,Transient,Check-Out,7100,
No Meal,0, Nepal  , Chandigarh,1,225,2023,December,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,2,Transient,No-Show,7000,
Bed & Breakfast,100, China  , Bangalore,1,219,2024,June,1,2,5,7,2,0,Offline TA/TO,TA/TO,A,1000,7000,Non Refundable,1,Transient-Party,No-Show,7100,
No Meal,0, China  , Chandigarh,1,213,2023,January,0,2,5,7,3,0,Offline TA/TO,TA/TO,B,900,6300,No Deposit ,3,Transient,Canceled,6300,
Full Meal,300, China  , Goa,1,94,2021,April,1,2,6,8,1,0,Offline TA/TO,TA/TO,F,500,4000,Refundable,3,Transient,Canceled,4300,
Half Meal,150,Europe, Delhi,1,206,2021,January,1,2,6,8,2,0,Offline TA/TO,TA/TO,C,800,6400,Refundable,2,Transient-Party,No-Show,6550,
Self Catering,200, Spain  , Jaipur,1,172,2024,April,1,2,6,8,2,1,Online TA,TA/TO,F,500,4000,No Deposit ,3,Transient,No-Show,4200,
No Meal,0, Spain  , Jaipur,1,206,2025,January,0,2,6,8,2,0,Offline TA/TO,TA/TO,A,1000,8000,Advance,1,Transient-Party,Canceled,8000,
Full Meal,300, Iran  , Delhi,1,40,2021,July,1,2,6,8,2,1,Online TA,TA/TO,C,800,6400,Non Refundable,4,Transient,No-Show,6700,
Half Meal,150,USA  , Lucknow,1,219,2021,July,0,4,6,10,2,0,Online TA,TA/TO,E,600,6000,Advance,4,Transient,No-Show,6150,
No Meal,0,Europe, Bhopal,0,374,2025,February,0,4,10,14,2,0,Offline TA/TO,TA/TO,A,1000,14000,No Deposit ,2,Contract,No-Show,14000,
No Meal,0, Portugal  , Chandigarh,1,226,2025,November,0,2,0,2,2,0,Direct,Direct,D,700,1400,Advance,4,Transient,Canceled,1400,
Bed & Breakfast,100, Norway  , Delhi,1,26,2023,August,1,2,1,3,2,0,Online TA,TA/TO,D,700,2100,No Deposit ,4,Transient,Check-Out,2200,
Bed & Breakfast,100, Italy  , Mumbai,1,8,2024,January,0,2,1,3,2,0,Online TA,TA/TO,A,1000,3000,No Deposit ,1,Transient,No-Show,3100,
Half Meal,150, Iran  , Kochi,1,115,2022,November,1,2,1,3,2,1,Online TA,TA/TO,A,1000,3000,Non Refundable,1,Transient-Party,Canceled,3150,
Bed & Breakfast,100, Iran  , Mumbai,1,139,2021,May,1,2,1,3,2,0,Online TA,TA/TO,E,600,1800,Advance,4,Transient,Canceled,1900,
Full Meal,300, Portugal  , Goa,1,128,2023,October,1,2,2,4,2,2,Online TA,TA/TO,C,800,3200,No Deposit ,2,Transient,Check-Out,3500,
Full Meal,300, Nepal  , Bangalore,1,115,2021,December,0,2,3,5,2,2,Direct,Direct,C,800,4000,No Deposit ,4,Transient,No-Show,4300,
No Meal,0, Italy  , Chennai,1,21,2024,June,0,2,3,5,2,0,Online TA,TA/TO,E,600,3000,No Deposit ,1,Transient,No-Show,3000,
Self Catering,200, China  , Indore,1,23,2025,May,0,2,3,5,2,0,Online TA,TA/TO,A,1000,5000,No Deposit ,4,Transient,No-Show,5200,
Half Meal,150, Norway  , Chennai,1,48,2024,April,1,2,3,5,2,0,Online TA,TA/TO,F,500,2500,Advance,3,Transient,No-Show,2650,
Bed & Breakfast,100, China  , Jaipur,1,123,2025,June,0,2,3,5,2,0,Online TA,TA/TO,A,1000,5000,Non Refundable,4,Transient,No-Show,5100,
Half Meal,150, Portugal  , Pune,1,208,2021,December,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,No Deposit ,1,Transient,Canceled,4350,
Self Catering,200, Italy  , Mumbai,1,333,2025,October,1,2,5,7,1,0,Online TA,TA/TO,A,1000,7000,Advance,2,Transient,No-Show,7200,
Self Catering,200, Spain  , Kochi,1,328,2023,March,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,4,Transient,No-Show,4400,
Full Meal,300, Norway  , Jaipur,1,333,2023,August,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Advance,2,Transient,Check-Out,4500,
Half Meal,150, Nepal  , Hyderabad,1,333,2024,December,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Non Refundable,3,Transient,Canceled,3650,
Full Meal,300, Nepal  , Bhopal,1,0,2025,July,0,1,0,1,2,0,Direct,Direct,B,900,900,Refundable,1,Transient,Canceled,1200,
No Meal,0,Europe, Ahmedabad,1,116,2024,February,0,1,3,4,2,0,Online TA,TA/TO,D,700,2800,Refundable,4,Transient,Check-Out,2800,
Self Catering,200, Norway  , Lucknow,1,168,2023,March,0,1,3,4,2,2,Online TA,TA/TO,E,600,2400,No Deposit ,3,Transient,No-Show,2600,
No Meal,0, Norway  , Delhi,1,124,2021,October,1,1,3,4,2,0,Online TA,TA/TO,C,800,3200,Refundable,3,Transient,Canceled,3200,
No Meal,0, Portugal  , Lucknow,1,84,2023,July,0,1,3,4,2,0,Online TA,TA/TO,F,500,2000,Advance,4,Transient,Check-Out,2000,
Full Meal,300, Norway  , Bhopal,1,95,2021,January,1,1,4,5,2,0,Online TA,TA/TO,B,900,4500,No Deposit ,3,Transient,Canceled,4800,
No Meal,0,Europe, Bhopal,1,246,2025,May,1,1,4,5,2,0,Online TA,TA/TO,A,1000,5000,Refundable,4,Transient,Check-Out,5000,
No Meal,0,USA  , Hyderabad,1,145,2020,August,0,1,4,5,2,0,Online TA,TA/TO,D,700,3500,No Deposit ,3,Transient,Check-Out,3500,
Self Catering,200, Portugal  , Kochi,1,25,2025,June,1,1,3,4,2,0,Online TA,TA/TO,A,1000,4000,Non Refundable,2,Transient,No-Show,4200,
Bed & Breakfast,100, Nepal  , Chandigarh,1,236,2022,June,1,1,5,6,2,0,Online TA,TA/TO,D,700,4200,Non Refundable,4,Transient,No-Show,4300,
Half Meal,150, China  , Bhopal,1,45,2020,May,1,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,1,Transient,No-Show,4350,
No Meal,0,USA  , Chandigarh,0,222,2025,March,0,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Non Refundable,1,Transient,No-Show,3500,
No Meal,0, Norway  , Kolkata,1,109,2020,February,1,2,5,7,2,0,Online TA,TA/TO,B,900,6300,Non Refundable,1,Transient,Canceled,6300,
Full Meal,300, Iran  , Lucknow,1,160,2020,November,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Advance,1,Transient,No-Show,4500,
Half Meal,150, Spain  , Mumbai,1,52,2023,April,1,2,5,7,2,2,Online TA,TA/TO,B,900,6300,Refundable,3,Transient,Check-Out,6450,
Full Meal,300, China  , Kochi,1,196,2020,October,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,3,Transient,Check-Out,4500,
